date,Team_1,Team_2,Winner,Margin,Ground
2/16/2006,Pakistan,India,India,5 wickets,Multan
2/19/2006,Pakistan,India,India,8 wickets,Karachi
3/17/2006,Sri Lanka,Pakistan,Sri Lanka,-,Colombo (RPS)
3/19/2006,Sri Lanka,Pakistan,Pakistan,4 wickets,Colombo (RPS)
3/22/2006,Sri Lanka,Pakistan,Pakistan,4 wickets,Colombo (SSC)
4/18/2006,India,Pakistan,Pakistan,6 wickets,Abu Dhabi
4/19/2006,India,Pakistan,India,51 runs,Abu Dhabi
6/27/2006,Scotland,Pakistan,Pakistan,5 wickets,Edinburgh
8/30/2006,England,Pakistan,England,-,Cardiff
9/2/2006,England,Pakistan,Pakistan,7 wickets,Lord's
9/5/2006,England,Pakistan,Pakistan,2 wickets,Southampton
9/8/2006,England,Pakistan,England,8 wickets,Nottingham
9/10/2006,England,Pakistan,England,3 wickets,Birmingham
10/17/2006,Pakistan,Sri Lanka,Pakistan,4 wickets,Jaipur
10/25/2006,New Zealand,Pakistan,New Zealand,51 runs,Mohali
10/27/2006,Pakistan,South Africa,South Africa,124 runs,Mohali
12/5/2006,Pakistan,West Indies,West Indies,-,Rawalpindi
12/7/2006,Pakistan,West Indies,Pakistan,2 wickets,Faisalabad
12/10/2006,Pakistan,West Indies,Pakistan,7 wickets,Lahore
12/13/2006,Pakistan,West Indies,West Indies,7 wickets,Multan
12/16/2006,Pakistan,West Indies,Pakistan,7 wickets,Karachi
2/4/2007,South Africa,Pakistan,South Africa,164 runs,Centurion
2/7/2007,South Africa,Pakistan,Pakistan,141 runs,Durban
2/9/2007,South Africa,Pakistan,South Africa,-,Port Elizabeth
2/11/2007,South Africa,Pakistan,South Africa,10 wickets,Cape Town
2/14/2007,South Africa,Pakistan,South Africa,9 wickets,Johannesburg
3/13/2007,West Indies,Pakistan,West Indies,54 runs,Kingston
3/17/2007,Ireland,Pakistan,Ireland,3 wickets,Kingston
3/21/2007,Pakistan,Zimbabwe,Pakistan,93 runs,Kingston
5/18/2007,Pakistan,Sri Lanka,Pakistan,5 wickets,Abu Dhabi
5/20/2007,Pakistan,Sri Lanka,Pakistan,98 runs,Abu Dhabi
5/22/2007,Pakistan,Sri Lanka,Sri Lanka,115 runs,Abu Dhabi
7/1/2007,Scotland,Pakistan,Scotland,-,Edinburgh
7/3/2007,India,Pakistan,India,-,Glasgow
10/18/2007,Pakistan,South Africa,South Africa,45 runs,Lahore
10/20/2007,Pakistan,South Africa,Pakistan,25 runs,Lahore
10/23/2007,Pakistan,South Africa,Pakistan,6 wickets,Faisalabad
10/26/2007,Pakistan,South Africa,South Africa,7 wickets,Multan
10/29/2007,Pakistan,South Africa,South Africa,14 runs,Lahore
11/5/2007,India,Pakistan,India,5 wickets,Guwahati
11/8/2007,India,Pakistan,Pakistan,4 wickets,Mohali
11/11/2007,India,Pakistan,India,46 runs,Kanpur
11/15/2007,India,Pakistan,India,6 wickets,Gwalior
11/18/2007,India,Pakistan,Pakistan,31 runs,Jaipur
1/21/2008,Pakistan,Zimbabwe,Pakistan,104 runs,Karachi
1/24/2008,Pakistan,Zimbabwe,Pakistan,5 wickets,Hyderabad (Sind)
1/27/2008,Pakistan,Zimbabwe,Pakistan,37 runs,Multan
1/30/2008,Pakistan,Zimbabwe,Pakistan,7 wickets,Faisalabad
2/2/2008,Pakistan,Zimbabwe,Pakistan,7 wickets,Sheikhupura
4/8/2008,Pakistan,Bangladesh,Pakistan,152 runs,Lahore
4/11/2008,Pakistan,Bangladesh,Pakistan,7 wickets,Faisalabad
4/13/2008,Pakistan,Bangladesh,Pakistan,23 runs,Lahore
4/16/2008,Pakistan,Bangladesh,Pakistan,7 wickets,Multan
4/19/2008,Pakistan,Bangladesh,Pakistan,150 runs,Karachi
6/8/2008,Bangladesh,Pakistan,Pakistan,70 runs,Dhaka
6/10/2008,India,Pakistan,India,140 runs,Dhaka
6/14/2008,India,Pakistan,Pakistan,25 runs,Dhaka
6/24/2008,Pakistan,Hong Kong,Pakistan,155 runs,Karachi
6/26/2008,Pakistan,India,India,6 wickets,Karachi
6/29/2008,Pakistan,Sri Lanka,Sri Lanka,64 runs,Karachi
7/2/2008,Pakistan,India,Pakistan,8 wickets,Karachi
7/4/2008,Pakistan,Bangladesh,Pakistan,10 wickets,Karachi
11/12/2008,Pakistan,West Indies,Pakistan,4 wickets,Abu Dhabi
11/14/2008,Pakistan,West Indies,Pakistan,24 runs,Abu Dhabi
11/16/2008,Pakistan,West Indies,Pakistan,31 runs,Abu Dhabi
1/20/2009,Pakistan,Sri Lanka,Pakistan,8 wickets,Karachi
1/21/2009,Pakistan,Sri Lanka,Sri Lanka,129 runs,Karachi
1/24/2009,Pakistan,Sri Lanka,Sri Lanka,234 runs,Lahore
4/22/2009,Australia,Pakistan,Pakistan,4 wickets,Dubai (DSC)
4/24/2009,Australia,Pakistan,Australia,6 wickets,Dubai (DSC)
4/27/2009,Australia,Pakistan,Australia,27 runs,Abu Dhabi
5/1/2009,Australia,Pakistan,Australia,8 wickets,Abu Dhabi
5/3/2009,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi
7/30/2009,Sri Lanka,Pakistan,Sri Lanka,36 runs,Dambulla
8/1/2009,Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla
8/3/2009,Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla
8/7/2009,Sri Lanka,Pakistan,Pakistan,146 runs,Colombo (RPS)
8/9/2009,Sri Lanka,Pakistan,Pakistan,132 runs,Colombo (RPS)
9/23/2009,Pakistan,West Indies,Pakistan,5 wickets,Johannesburg
9/26/2009,India,Pakistan,Pakistan,54 runs,Centurion
9/30/2009,Australia,Pakistan,Australia,2 wickets,Centurion
10/3/2009,New Zealand,Pakistan,New Zealand,5 wickets,Johannesburg
11/3/2009,New Zealand,Pakistan,Pakistan,138 runs,Abu Dhabi
11/6/2009,New Zealand,Pakistan,New Zealand,64 runs,Abu Dhabi
11/9/2009,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi
1/22/2010,Australia,Pakistan,Australia,5 wickets,Brisbane
1/24/2010,Australia,Pakistan,Australia,140 runs,Sydney
1/26/2010,Australia,Pakistan,Australia,40 runs,Adelaide
1/29/2010,Australia,Pakistan,Australia,135 runs,Perth
1/31/2010,Australia,Pakistan,Australia,2 wickets,Perth
6/15/2010,Sri Lanka,Pakistan,Sri Lanka,16 runs,Dambulla
6/19/2010,India,Pakistan,India,3 wickets,Dambulla
6/21/2010,Bangladesh,Pakistan,Pakistan,139 runs,Dambulla
9/10/2010,England,Pakistan,England,24 runs,Chester-le-Street
9/12/2010,England,Pakistan,England,4 wickets,Leeds
9/17/2010,England,Pakistan,Pakistan,23 runs,The Oval
9/20/2010,England,Pakistan,Pakistan,38 runs,Lord's
9/22/2010,England,Pakistan,England,121 runs,Southampton
10/29/2010,Pakistan,South Africa,South Africa,8 wickets,Abu Dhabi
10/31/2010,Pakistan,South Africa,Pakistan,1 wickets,Abu Dhabi
11/2/2010,Pakistan,South Africa,South Africa,2 runs,Dubai (DSC)
11/5/2010,Pakistan,South Africa,Pakistan,1 wickets,Dubai (DSC)
11/8/2010,Pakistan,South Africa,South Africa,57 runs,Dubai (DSC)
1/22/2011,New Zealand,Pakistan,New Zealand,9 wickets,Wellington
1/26/2011,New Zealand,Pakistan,New Zealand,-,Queenstown
1/29/2011,New Zealand,Pakistan,Pakistan,43 runs,Christchurch
2/1/2011,New Zealand,Pakistan,Pakistan,2 wickets,Napier
2/3/2011,New Zealand,Pakistan,Pakistan,41 runs,Hamilton
2/5/2011,New Zealand,Pakistan,New Zealand,57 runs,Auckland
2/23/2011,Kenya,Pakistan,Pakistan,205 runs,Hambantota
2/26/2011,Sri Lanka,Pakistan,Pakistan,11 runs,Colombo (RPS)
3/3/2011,Canada,Pakistan,Pakistan,46 runs,Colombo (RPS)
3/8/2011,New Zealand,Pakistan,New Zealand,110 runs,Pallekele
3/14/2011,Pakistan,Zimbabwe,Pakistan,7 wickets,Pallekele
3/19/2011,Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS)
3/23/2011,Pakistan,West Indies,Pakistan,10 wickets,Dhaka
3/30/2011,India,Pakistan,India,29 runs,Mohali
4/23/2011,West Indies,Pakistan,Pakistan,8 wickets,Gros Islet
4/25/2011,West Indies,Pakistan,Pakistan,7 wickets,Gros Islet
4/28/2011,West Indies,Pakistan,Pakistan,3 wickets,Bridgetown
5/2/2011,West Indies,Pakistan,West Indies,1 runs,Bridgetown
5/5/2011,West Indies,Pakistan,West Indies,10 wickets,Providence
5/28/2011,Ireland,Pakistan,Pakistan,7 wickets,Belfast
5/30/2011,Ireland,Pakistan,Pakistan,5 wickets,Belfast
9/8/2011,Zimbabwe,Pakistan,Pakistan,5 runs,Bulawayo
9/11/2011,Zimbabwe,Pakistan,Pakistan,10 wickets,Harare
9/14/2011,Zimbabwe,Pakistan,Pakistan,28 runs,Harare
11/11/2011,Pakistan,Sri Lanka,Pakistan,8 wickets,Dubai (DSC)
11/14/2011,Pakistan,Sri Lanka,Sri Lanka,25 runs,Dubai (DSC)
11/18/2011,Pakistan,Sri Lanka,Pakistan,21 runs,Dubai (DSC)
11/20/2011,Pakistan,Sri Lanka,Pakistan,26 runs,Sharjah
11/23/2011,Pakistan,Sri Lanka,Pakistan,3 wickets,Abu Dhabi
12/1/2011,Bangladesh,Pakistan,Pakistan,5 wickets,Dhaka
12/3/2011,Bangladesh,Pakistan,Pakistan,76 runs,Dhaka
12/6/2011,Bangladesh,Pakistan,Pakistan,58 runs,Chattogram
2/10/2012,Afghanistan,Pakistan,Pakistan,7 wickets,Sharjah
2/13/2012,England,Pakistan,England,130 runs,Abu Dhabi
2/15/2012,England,Pakistan,England,20 runs,Abu Dhabi
2/18/2012,England,Pakistan,England,9 wickets,Dubai (DSC)
2/21/2012,England,Pakistan,England,4 wickets,Dubai (DSC)
3/11/2012,Bangladesh,Pakistan,Pakistan,21 runs,Dhaka
3/15/2012,Pakistan,Sri Lanka,Pakistan,6 wickets,Dhaka
3/18/2012,India,Pakistan,India,6 wickets,Dhaka
3/22/2012,Bangladesh,Pakistan,Pakistan,2 runs,Dhaka
6/7/2012,Sri Lanka,Pakistan,Pakistan,6 wickets,Pallekele
6/9/2012,Sri Lanka,Pakistan,Sri Lanka,76 runs,Pallekele
6/13/2012,Sri Lanka,Pakistan,Sri Lanka,-,Colombo (RPS)
6/16/2012,Sri Lanka,Pakistan,Sri Lanka,44 runs,Colombo (RPS)
6/18/2012,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Colombo (RPS)
8/28/2012,Australia,Pakistan,Australia,4 wickets,Sharjah
8/31/2012,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi
9/3/2012,Australia,Pakistan,Australia,3 wickets,Sharjah
12/30/2012,India,Pakistan,Pakistan,6 wickets,Chennai
1/3/2013,India,Pakistan,Pakistan,85 runs,Kolkata
1/6/2013,India,Pakistan,India,10 runs,Delhi
3/10/2013,South Africa,Pakistan,South Africa,125 runs,Bloemfontein
3/15/2013,South Africa,Pakistan,Pakistan,6 wickets,Centurion
3/17/2013,South Africa,Pakistan,South Africa,34 runs,Johannesburg
3/21/2013,South Africa,Pakistan,Pakistan,3 wickets,Durban
3/24/2013,South Africa,Pakistan,South Africa,6 wickets,Benoni
5/17/2013,Scotland,Pakistan,Pakistan,96 runs,Edinburgh
5/19/2013,Scotland,Pakistan,Scotland,-,Edinburgh
5/23/2013,Ireland,Pakistan,Ireland,-,Dublin
5/26/2013,Ireland,Pakistan,Pakistan,2 wickets,Dublin
6/7/2013,Pakistan,West Indies,West Indies,2 wickets,The Oval
6/10/2013,Pakistan,South Africa,South Africa,67 runs,Birmingham
6/15/2013,India,Pakistan,India,8 wickets,Birmingham
7/14/2013,West Indies,Pakistan,Pakistan,126 runs,Providence
7/16/2013,West Indies,Pakistan,West Indies,37 runs,Providence
7/19/2013,West Indies,Pakistan,West Indies,-,Gros Islet
7/21/2013,West Indies,Pakistan,Pakistan,6 wickets,Gros Islet
7/24/2013,West Indies,Pakistan,Pakistan,4 wickets,Gros Islet
8/27/2013,Zimbabwe,Pakistan,Zimbabwe,7 wickets,Harare
8/29/2013,Zimbabwe,Pakistan,Pakistan,90 runs,Harare
8/31/2013,Zimbabwe,Pakistan,Pakistan,108 runs,Harare
10/30/2013,Pakistan,South Africa,South Africa,1 runs,Sharjah
11/1/2013,Pakistan,South Africa,Pakistan,66 runs,Dubai (DSC)
11/6/2013,Pakistan,South Africa,South Africa,68 runs,Abu Dhabi
11/8/2013,Pakistan,South Africa,South Africa,28 runs,Abu Dhabi
11/11/2013,Pakistan,South Africa,South Africa,117 runs,Sharjah
11/24/2013,South Africa,Pakistan,Pakistan,23 runs,Cape Town
11/27/2013,South Africa,Pakistan,Pakistan,1 runs,Port Elizabeth
11/30/2013,South Africa,Pakistan,South Africa,4 wickets,Centurion
12/18/2013,Pakistan,Sri Lanka,Pakistan,11 runs,Sharjah
12/20/2013,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Dubai (DSC)
12/22/2013,Pakistan,Sri Lanka,Pakistan,113 runs,Sharjah
12/25/2013,Pakistan,Sri Lanka,Pakistan,8 wickets,Abu Dhabi
12/27/2013,Pakistan,Sri Lanka,Sri Lanka,2 wickets,Abu Dhabi
2/25/2014,Pakistan,Sri Lanka,Sri Lanka,12 runs,Fatullah
2/27/2014,Afghanistan,Pakistan,Pakistan,72 runs,Fatullah
3/2/2014,India,Pakistan,Pakistan,1 wickets,Dhaka
3/4/2014,Bangladesh,Pakistan,Pakistan,3 wickets,Dhaka
3/8/2014,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka
8/23/2014,Sri Lanka,Pakistan,Pakistan,4 wickets,Hambantota
8/26/2014,Sri Lanka,Pakistan,Sri Lanka,77 runs,Hambantota
8/30/2014,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Dambulla
10/7/2014,Australia,Pakistan,Australia,93 runs,Sharjah
10/10/2014,Australia,Pakistan,Australia,5 wickets,Dubai (DSC)
10/12/2014,Australia,Pakistan,Australia,1 runs,Abu Dhabi
12/8/2014,New Zealand,Pakistan,Pakistan,3 wickets,Dubai (DSC)
12/12/2014,New Zealand,Pakistan,New Zealand,4 wickets,Sharjah
12/14/2014,New Zealand,Pakistan,Pakistan,147 runs,Sharjah
12/17/2014,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi
12/19/2014,New Zealand,Pakistan,New Zealand,68 runs,Abu Dhabi
1/31/2015,New Zealand,Pakistan,New Zealand,7 wickets,Wellington
2/3/2015,New Zealand,Pakistan,New Zealand,119 runs,Napier
2/15/2015,India,Pakistan,India,76 runs,Adelaide
2/21/2015,Pakistan,West Indies,West Indies,150 runs,Christchurch
3/1/2015,Pakistan,Zimbabwe,Pakistan,20 runs,Brisbane
3/4/2015,Pakistan,U.A.E.,Pakistan,129 runs,Napier
3/7/2015,Pakistan,South Africa,Pakistan,29 runs,Auckland
3/15/2015,Ireland,Pakistan,Pakistan,7 wickets,Adelaide
3/20/2015,Australia,Pakistan,Australia,6 wickets,Adelaide
4/17/2015,Bangladesh,Pakistan,Bangladesh,79 runs,Dhaka
4/19/2015,Bangladesh,Pakistan,Bangladesh,7 wickets,Dhaka
4/22/2015,Bangladesh,Pakistan,Bangladesh,8 wickets,Dhaka
5/26/2015,Pakistan,Zimbabwe,Pakistan,41 runs,Lahore
5/29/2015,Pakistan,Zimbabwe,Pakistan,6 wickets,Lahore
5/31/2015,Pakistan,Zimbabwe,Zimbabwe,-,Lahore
7/11/2015,Sri Lanka,Pakistan,Pakistan,6 wickets,Dambulla
7/15/2015,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Pallekele
7/19/2015,Sri Lanka,Pakistan,Pakistan,135 runs,Colombo (RPS)
7/22/2015,Sri Lanka,Pakistan,Pakistan,7 wickets,Colombo (RPS)
7/26/2015,Sri Lanka,Pakistan,Sri Lanka,165 runs,Hambantota
10/1/2015,Zimbabwe,Pakistan,Pakistan,131 runs,Harare
10/3/2015,Zimbabwe,Pakistan,Zimbabwe,5 runs,Harare
10/5/2015,Zimbabwe,Pakistan,Pakistan,7 wickets,Harare
11/11/2015,England,Pakistan,Pakistan,6 wickets,Abu Dhabi
11/13/2015,England,Pakistan,England,95 runs,Abu Dhabi
11/17/2015,England,Pakistan,England,6 wickets,Sharjah
11/20/2015,England,Pakistan,England,84 runs,Dubai (DSC)
1/25/2016,New Zealand,Pakistan,New Zealand,70 runs,Wellington
1/28/2016,New Zealand,Pakistan,New Zealand,-,Napier
1/31/2016,New Zealand,Pakistan,New Zealand,3 wickets,Auckland
8/18/2016,Ireland,Pakistan,Pakistan,255 runs,Dublin (Malahide)
8/20/2016,Ireland,Pakistan,Ireland,-,Dublin (Malahide)
8/24/2016,England,Pakistan,England,44 runs,Southampton
8/27/2016,England,Pakistan,England,4 wickets,Lord's
8/30/2016,England,Pakistan,England,169 runs,Nottingham
9/1/2016,England,Pakistan,England,4 wickets,Leeds
9/4/2016,England,Pakistan,Pakistan,4 wickets,Cardiff
9/30/2016,Pakistan,West Indies,Pakistan,111 runs,Sharjah
10/2/2016,Pakistan,West Indies,Pakistan,59 runs,Sharjah
10/5/2016,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi
1/13/2017,Australia,Pakistan,Australia,92 runs,Brisbane
1/15/2017,Australia,Pakistan,Pakistan,6 wickets,Melbourne
1/19/2017,Australia,Pakistan,Australia,7 wickets,Perth
1/22/2017,Australia,Pakistan,Australia,86 runs,Sydney
1/26/2017,Australia,Pakistan,Australia,57 runs,Adelaide
4/7/2017,West Indies,Pakistan,West Indies,4 wickets,Providence
4/9/2017,West Indies,Pakistan,Pakistan,74 runs,Providence
4/11/2017,West Indies,Pakistan,Pakistan,6 wickets,Providence
6/4/2017,India,Pakistan,India,124 runs,Birmingham
6/7/2017,Pakistan,South Africa,Pakistan,19 runs,Birmingham
6/12/2017,Pakistan,Sri Lanka,Pakistan,3 wickets,Cardiff
6/14/2017,England,Pakistan,Pakistan,8 wickets,Cardiff
6/18/2017,India,Pakistan,Pakistan,180 runs,The Oval
10/13/2017,Pakistan,Sri Lanka,Pakistan,83 runs,Dubai (DSC)
10/16/2017,Pakistan,Sri Lanka,Pakistan,32 runs,Abu Dhabi
10/18/2017,Pakistan,Sri Lanka,Pakistan,7 wickets,Abu Dhabi
10/20/2017,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah
10/23/2017,Pakistan,Sri Lanka,Pakistan,9 wickets,Sharjah
1/6/2018,New Zealand,Pakistan,New Zealand,61 runs,Wellington
1/9/2018,New Zealand,Pakistan,New Zealand,8 wickets,Nelson
1/13/2018,New Zealand,Pakistan,New Zealand,183 runs,Dunedin
1/16/2018,New Zealand,Pakistan,New Zealand,5 wickets,Hamilton
1/19/2018,New Zealand,Pakistan,New Zealand,15 runs,Wellington
7/13/2018,Zimbabwe,Pakistan,Pakistan,201 runs,Bulawayo
7/16/2018,Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo
7/18/2018,Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo
7/20/2018,Zimbabwe,Pakistan,Pakistan,244 runs,Bulawayo
7/22/2018,Zimbabwe,Pakistan,Pakistan,131 runs,Bulawayo
9/16/2018,Hong Kong,Pakistan,Pakistan,8 wickets,Dubai (DSC)
9/19/2018,India,Pakistan,India,8 wickets,Dubai (DSC)
9/21/2018,Afghanistan,Pakistan,Pakistan,3 wickets,Abu Dhabi
9/23/2018,India,Pakistan,India,9 wickets,Dubai (DSC)
9/26/2018,Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi
11/7/2018,New Zealand,Pakistan,New Zealand,47 runs,Abu Dhabi
11/9/2018,New Zealand,Pakistan,Pakistan,6 wickets,Abu Dhabi
11/11/2018,New Zealand,Pakistan,New Zealand,-,Dubai (DSC)
1/19/2019,South Africa,Pakistan,Pakistan,5 wickets,Port Elizabeth
1/22/2019,South Africa,Pakistan,South Africa,5 wickets,Durban
1/25/2019,South Africa,Pakistan,South Africa,13 runs,Centurion
1/27/2019,South Africa,Pakistan,Pakistan,8 wickets,Johannesburg
1/30/2019,South Africa,Pakistan,South Africa,7 wickets,Cape Town
3/22/2019,Australia,Pakistan,Australia,8 wickets,Sharjah
3/24/2019,Australia,Pakistan,Australia,8 wickets,Sharjah
3/27/2019,Australia,Pakistan,Australia,80 runs,Abu Dhabi
3/29/2019,Australia,Pakistan,Australia,6 runs,Dubai (DSC)
3/31/2019,Australia,Pakistan,Australia,20 runs,Dubai (DSC)
5/8/2019,England,Pakistan,England,-,The Oval
5/11/2019,England,Pakistan,England,12 runs,Southampton
5/14/2019,England,Pakistan,England,6 wickets,Bristol
5/17/2019,England,Pakistan,England,3 wickets,Nottingham
5/19/2019,England,Pakistan,England,54 runs,Leeds
5/31/2019,Pakistan,West Indies,West Indies,7 wickets,Nottingham
6/3/2019,England,Pakistan,Pakistan,14 runs,Nottingham
6/7/2019,Pakistan,Sri Lanka,Sri Lanka,-,Bristol
6/12/2019,Australia,Pakistan,Australia,41 runs,Taunton
6/16/2019,India,Pakistan,India,89 runs,Manchester
6/23/2019,Pakistan,South Africa,Pakistan,49 runs,Lord's
6/26/2019,New Zealand,Pakistan,Pakistan,6 wickets,Birmingham
6/29/2019,Afghanistan,Pakistan,Pakistan,3 wickets,Leeds
7/5/2019,Bangladesh,Pakistan,Pakistan,94 runs,Lord's
9/27/2019,Pakistan,Sri Lanka,Sri Lanka,-,Karachi
9/30/2019,Pakistan,Sri Lanka,Pakistan,67 runs,Karachi
10/2/2019,Pakistan,Sri Lanka,Pakistan,5 wickets,Karachi
4/1/2020,Pakistan,Bangladesh,Bangladesh,-,Karachi
1/9/2001,South Africa,Sri Lanka,South Africa,8 wickets,Paarl
1/11/2001,South Africa,Sri Lanka,South Africa,99 runs,Cape Town
1/14/2001,South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein
1/17/2001,South Africa,Sri Lanka,Sri Lanka,4 runs,Johannesburg
1/31/2001,New Zealand,Sri Lanka,Sri Lanka,61 runs,Napier
2/3/2001,New Zealand,Sri Lanka,Sri Lanka,3 wickets,Wellington
2/6/2001,New Zealand,Sri Lanka,Sri Lanka,9 wickets,Auckland
2/8/2001,New Zealand,Sri Lanka,Sri Lanka,3 runs,Hamilton
2/11/2001,New Zealand,Sri Lanka,New Zealand,13 runs,Christchurch
3/23/2001,Sri Lanka,England,Sri Lanka,5 wickets,Dambulla
3/25/2001,Sri Lanka,England,Sri Lanka,66 runs,Colombo (RPS)
3/27/2001,Sri Lanka,England,Sri Lanka,10 wickets,Colombo (SSC)
4/8/2001,Pakistan,Sri Lanka,Pakistan,16 runs,Sharjah
4/10/2001,New Zealand,Sri Lanka,Sri Lanka,106 runs,Sharjah
4/13/2001,Pakistan,Sri Lanka,Pakistan,28 runs,Sharjah
4/17/2001,New Zealand,Sri Lanka,New Zealand,79 runs,Sharjah
4/20/2001,Pakistan,Sri Lanka,Sri Lanka,77 runs,Sharjah
7/18/2001,Sri Lanka,New Zealand,Sri Lanka,16 runs,Colombo (RPS)
7/22/2001,Sri Lanka,India,Sri Lanka,6 runs,Colombo (RPS)
7/25/2001,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS)
7/28/2001,Sri Lanka,India,India,7 wickets,Colombo (RPS)
7/31/2001,Sri Lanka,New Zealand,Sri Lanka,106 runs,Colombo (SSC)
8/1/2001,Sri Lanka,India,India,46 runs,Colombo (SSC)
8/5/2001,Sri Lanka,India,Sri Lanka,121 runs,Colombo (RPS)
10/26/2001,Sri Lanka,Zimbabwe,Sri Lanka,63 runs,Sharjah
10/27/2001,Pakistan,Sri Lanka,Sri Lanka,7 wickets,Sharjah
10/30/2001,Sri Lanka,Zimbabwe,Sri Lanka,79 runs,Sharjah
11/2/2001,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah
11/4/2001,Pakistan,Sri Lanka,Pakistan,5 wickets,Sharjah
12/8/2001,Sri Lanka,Zimbabwe,Sri Lanka,9 wickets,Colombo (SSC)
12/11/2001,Sri Lanka,West Indies,West Indies,49 runs,Colombo (RPS)
12/12/2001,Sri Lanka,Zimbabwe,Sri Lanka,59 runs,Colombo (RPS)
12/15/2001,Sri Lanka,West Indies,Sri Lanka,8 wickets,Kandy
12/19/2001,Sri Lanka,West Indies,Sri Lanka,34 runs,Colombo (RPS)
4/8/2002,Pakistan,Sri Lanka,Sri Lanka,41 runs,Sharjah
4/9/2002,New Zealand,Sri Lanka,New Zealand,11 runs,Sharjah
4/12/2002,Pakistan,Sri Lanka,Sri Lanka,9 runs,Sharjah
4/14/2002,New Zealand,Sri Lanka,Sri Lanka,46 runs,Sharjah
4/17/2002,Pakistan,Sri Lanka,Pakistan,217 runs,Sharjah
6/27/2002,England,Sri Lanka,England,44 runs,Nottingham
6/30/2002,India,Sri Lanka,India,4 wickets,The Oval
7/2/2002,England,Sri Lanka,England,3 wickets,Leeds
7/6/2002,India,Sri Lanka,India,4 wickets,Birmingham
7/7/2002,England,Sri Lanka,Sri Lanka,23 runs,Manchester
7/11/2002,India,Sri Lanka,India,63 runs,Bristol
8/4/2002,Sri Lanka,Bangladesh,Sri Lanka,5 wickets,Colombo (SSC)
8/5/2002,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Colombo (SSC)
8/7/2002,Sri Lanka,Bangladesh,Sri Lanka,58 runs,Colombo (RPS)
8/14/2002,Pakistan,Sri Lanka,Pakistan,28 runs,Tangier
8/15/2002,South Africa,Sri Lanka,Sri Lanka,93 runs,Tangier
8/17/2002,Pakistan,Sri Lanka,Sri Lanka,39 runs,Tangier
8/19/2002,South Africa,Sri Lanka,Sri Lanka,6 wickets,Tangier
8/21/2002,South Africa,Sri Lanka,Sri Lanka,27 runs,Tangier
9/12/2002,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Colombo (RPS)
9/16/2002,Sri Lanka,Netherlands,Sri Lanka,206 runs,Colombo (RPS)
9/27/2002,Sri Lanka,Australia,Sri Lanka,7 wickets,Colombo (RPS)
9/29/2002,Sri Lanka,India,India,-,Colombo (RPS)
9/30/2002,Sri Lanka,India,India,-,Colombo (RPS)
11/27/2002,South Africa,Sri Lanka,South Africa,6 wickets,Johannesburg
