,name,date,Versus,Ground,batting_runs,batting_aggregate,batting_average,bowling_wickets,bowling_aggregate,bowling_average,fielding_catches,fielding_aggregate,keeping_catches,keeping_stumps,keeping_aggregate,Age_Match,team1_name,team1_score,team2_name,team2_score,team1_total_wickets,team2_total_wickets
174,Usman Khawaja,1/6/2019,Afghanistan,Sophia Gardens,15,1253,43.21,,0,,,8,,,,32 years 165 days,Australia,209,Afghanistan,207,10,3
175,Usman Khawaja,6/6/2019,West Indies,Trent Bridge,13,1266,42.2,,0,,1,9,,,,32 years 170 days,Australia,288,West Indies,273,9,10
176,Usman Khawaja,9/6/2019,India,Kennington Oval,42,1308,42.19,,0,,,9,,,,32 years 173 days,Australia,316,India,352,5,10
177,Usman Khawaja,12/6/2019,Pakistan,The Cooper Associates County Ground,18,1326,41.44,,0,,1,10,,,,32 years 176 days,Australia,307,Pakistan,266,10,10
178,Usman Khawaja,15/06/2019,Sri Lanka,Kennington Oval,10,1336,40.48,,0,,1,11,,,,32 years 179 days,Australia,334,Sri Lanka,247,10,7
179,Usman Khawaja,20/06/2019,Bangladesh,Trent Bridge,89,1425,41.91,,0,,,11,,,,32 years 184 days,Australia,381,Bangladesh,333,8,5
180,Usman Khawaja,25/06/2019,England,Lord's,23,1448,41.37,,0,,1,12,,,,32 years 189 days,Australia,285,England,221,10,7
181,Usman Khawaja,29/06/2019,New Zealand,Lord's,88,1536,42.67,,0,,1,13,,,,32 years 193 days,Australia,243,New Zealand,157,10,9
182,Usman Khawaja,6/7/2019,South Africa,Old Trafford,18,1554,42,,0,,,13,,,,32 years 200 days,Australia,315,South Africa,325,6,10
183,Marnus Labuschagne,29/02/2020,South Africa,Boland Park,41,141,47,,0,,,0,,,,25 years 251 days,Australia,217,South Africa,291,7,10
184,Marnus Labuschagne,4/3/2020,South Africa,Mangaung Oval,0,141,35.25,0/11,0,,,0,,,,25 years 255 days,Australia,271,South Africa,274,4,10
185,Marnus Labuschagne,7/3/2020,South Africa,Senwes Park,108,249,49.8,,0,,1,1,,,,25 years 258 days,Australia,254,South Africa,258,4,7
186,Marnus Labuschagne,13/03/2020,New Zealand,Sydney Cricket Ground,56,305,50.83,,0,,,1,,,,25 years 264 days,Australia,258,New Zealand,187,10,7
187,Marnus Labuschagne,11/9/2020,England,Old Trafford,21,326,46.57,,0,,2,3,,,,26 years 81 days,Australia,294,England,275,9,9
188,Marnus Labuschagne,13/09/2020,England,Old Trafford,48,374,46.75,,0,,,3,,,,26 years 83 days,Australia,207,England,231,9,10
189,Marnus Labuschagne,16/09/2020,England,Old Trafford,20,394,43.78,,0,,,3,,,,26 years 86 days,Australia,305,England,302,7,7
190,Marnus Labuschagne,27/11/2020,India,Sydney Cricket Ground,2,396,39.6,,0,,,3,,,,26 years 158 days,Australia,374,India,308,8,6
191,Marnus Labuschagne,29/11/2020,India,Sydney Cricket Ground,70,466,42.36,,0,,,3,,,,26 years 160 days,Australia,389,India,338,9,4
192,Marnus Labuschagne,2/12/2020,India,Manuka Oval,7,473,39.42,,0,,1,4,,,,26 years 163 days,Australia,289,India,302,5,10
193,Chris Lynn,13/01/2017,Pakistan,Brisbane Cricket Ground,16,16,16,,0,,,0,,,,26 years 278 days,Australia,268,Pakistan,176,10,9
194,Chris Lynn,4/11/2018,South Africa,Perth Stadium,15,31,15.5,,0,,1,1,,,,28 years 208 days,Australia,152,South Africa,153,4,10
195,Chris Lynn,9/11/2018,South Africa,Adelaide Oval,44,75,25,,0,,2,3,,,,28 years 213 days,Australia,231,South Africa,224,9,10
196,Chris Lynn,11/11/2018,South Africa,Bellerive Oval,0,75,18.75,,0,,,3,,,,28 years 215 days,Australia,280,South Africa,320,5,9
197,Nathan Lyon,13/03/2019,India,Arun Jaitley Stadium,1*,69,23,Jan-34,21,43.05,,3,,,,31 years 113 days,Australia,272,India,237,10,9
198,Nathan Lyon,22/03/2019,Pakistan,Sharjah Cricket Stadium,-,69,23,Jan-38,22,42.82,1,4,,,,31 years 122 days,Australia,281,Pakistan,280,5,2
199,Nathan Lyon,23/03/2019,Pakistan,Sharjah Cricket Stadium,-,69,23,Jan-64,23,43.74,,4,,,,31 years 123 days,Australia,285,Pakistan,284,7,2
200,Nathan Lyon,27/03/2019,Pakistan,Sheikh Zayed Stadium,-,69,23,Jan-48,24,43.92,,4,,,,31 years 127 days,Australia,266,Pakistan,186,10,6
201,Nathan Lyon,29/03/2019,Pakistan,Dubai International Cricket Stadium,-,69,23,Jan-49,25,44.12,,4,,,,31 years 129 days,Australia,277,Pakistan,271,8,7
202,Nathan Lyon,31/03/2019,Pakistan,Dubai International Cricket Stadium,-,69,23,Jan-50,26,44.35,2,6,,,,31 years 131 days,Australia,327,Pakistan,307,7,7
203,Nathan Lyon,25/06/2019,England,Lord's,-,69,23,0/43,26,46,,6,,,,31 years 217 days,Australia,285,England,221,10,7
204,Nathan Lyon,29/06/2019,New Zealand,Lord's,0*,69,23,Jan-36,27,45.63,1,7,,,,31 years 221 days,Australia,243,New Zealand,157,10,9
205,Nathan Lyon,6/7/2019,South Africa,Old Trafford,3,72,18,Feb-53,29,44.31,,7,,,,31 years 228 days,Australia,315,South Africa,325,6,10
206,Nathan Lyon,11/7/2019,England,Edgbaston,5*,77,19.25,0/49,29,46,,7,,,,31 years 233 days,Australia,223,England,226,2,10
207,Mitchell Marsh,21/01/2018,England,Sydney Cricket Ground,55,1383,36.39,14-Jan,42,36.1,,23,,,,26 years 93 days,Australia,286,England,302,6,6
208,Mitchell Marsh,26/01/2018,England,Adelaide Oval,32,1415,36.28,0/24,42,36.67,1,24,,,,26 years 98 days,Australia,197,England,196,10,7
209,Mitchell Marsh,28/01/2018,England,Perth Stadium,13,1428,35.7,24-Feb,44,35.55,1,25,,,,26 years 100 days,Australia,247,England,259,10,10
210,Mitchell Marsh,29/02/2020,South Africa,Boland Park,16,1444,35.22,0/35,44,36.34,1,26,,,,28 years 132 days,Australia,217,South Africa,291,7,10
211,Mitchell Marsh,4/3/2020,South Africa,Mangaung Oval,36,1480,35.24,0/51,44,37.5,1,27,,,,28 years 136 days,Australia,271,South Africa,274,4,10
212,Mitchell Marsh,7/3/2020,South Africa,Senwes Park,32,1512,35.16,0/21,44,37.98,,27,,,,28 years 139 days,Australia,254,South Africa,258,4,7
213,Mitchell Marsh,13/03/2020,New Zealand,Sydney Cricket Ground,27,1539,34.98,29-Mar,47,36.17,,27,,,,28 years 145 days,Australia,258,New Zealand,187,10,7
214,Mitchell Marsh,11/9/2020,England,Old Trafford,73,1612,35.82,29-Jan,48,36.02,,27,,,,28 years 327 days,Australia,294,England,275,9,9
215,Mitchell Marsh,13/09/2020,England,Old Trafford,1,1613,35.07,Jan-49,49,36.29,,27,,,,28 years 329 days,Australia,207,England,231,9,10
216,Mitchell Marsh,16/09/2020,England,Old Trafford,2,1615,34.36,0/25,49,36.8,1,28,,,,28 years 332 days,Australia,305,England,302,7,7
217,Shaun Marsh,5/3/2019,India,Vidarbha Cricket Association Stadium,16,2552,41.84,,0,,,18,,,,35 years 239 days,Australia,242,India,250,10,10
218,Shaun Marsh,8/3/2019,India,JSCA International Stadium Complex,7,2559,41.27,,0,,,18,,,,35 years 242 days,Australia,313,India,281,10,5
219,Shaun Marsh,10/3/2019,India,Punjab Cricket Association IS Bindra Stadium,6,2565,40.71,,0,,,18,,,,35 years 244 days,Australia,359,India,358,9,6
220,Shaun Marsh,22/03/2019,Pakistan,Sharjah Cricket Stadium,91*,2656,42.16,,0,,,18,,,,35 years 256 days,Australia,281,Pakistan,280,5,2
221,Shaun Marsh,23/03/2019,Pakistan,Sharjah Cricket Stadium,11*,2667,42.33,,0,,1,19,,,,35 years 257 days,Australia,285,Pakistan,284,7,2
222,Shaun Marsh,27/03/2019,Pakistan,Sheikh Zayed Stadium,14,2681,41.89,,0,,1,20,,,,35 years 261 days,Australia,266,Pakistan,186,10,6
223,Shaun Marsh,29/03/2019,Pakistan,Dubai International Cricket Stadium,5,2686,41.32,,0,,1,21,,,,35 years 263 days,Australia,277,Pakistan,271,8,7
224,Shaun Marsh,31/03/2019,Pakistan,Dubai International Cricket Stadium,61,2747,41.62,,0,,1,22,,,,35 years 265 days,Australia,327,Pakistan,307,7,7
225,Shaun Marsh,12/6/2019,Pakistan,The Cooper Associates County Ground,23,2770,41.34,,0,,,22,,,,35 years 338 days,Australia,307,Pakistan,266,10,10
226,Shaun Marsh,15/06/2019,Sri Lanka,Kennington Oval,3,2773,40.78,,0,,,22,,,,35 years 341 days,Australia,334,Sri Lanka,247,10,7
227,Glenn Maxwell,25/06/2019,England,Lord's,12,2842,33.05,0/15,50,49,,64,,,,30 years 253 days,Australia,285,England,221,10,7
228,Glenn Maxwell,29/06/2019,New Zealand,Lord's,1,2843,32.68,0/18,50,49.36,,64,,,,30 years 257 days,Australia,243,New Zealand,157,10,9
229,Glenn Maxwell,6/7/2019,South Africa,Old Trafford,12,2855,32.44,0/57,50,50.5,1,65,,,,30 years 264 days,Australia,315,South Africa,325,6,10
230,Glenn Maxwell,11/7/2019,England,Edgbaston,22,2877,32.33,,50,50.5,,65,,,,30 years 269 days,Australia,223,England,226,2,10
231,Glenn Maxwell,11/9/2020,England,Old Trafford,77,2954,32.82,0/19,50,50.88,3,68,,,,31 years 332 days,Australia,294,England,275,9,9
232,Glenn Maxwell,13/09/2020,England,Old Trafford,1,2955,32.47,,50,50.88,,68,,,,31 years 334 days,Australia,207,England,231,9,10
233,Glenn Maxwell,16/09/2020,England,Old Trafford,108,3063,33.29,0/23,50,51.34,1,69,,,,31 years 337 days,Australia,305,England,302,7,7
234,Glenn Maxwell,27/11/2020,India,Sydney Cricket Ground,45,3108,33.42,0/55,50,52.44,1,70,,,,32 years 44 days,Australia,374,India,308,8,6
235,Glenn Maxwell,29/11/2020,India,Sydney Cricket Ground,63*,3171,34.1,Jan-34,51,52.08,2,72,,,,32 years 46 days,Australia,389,India,338,9,4
236,Glenn Maxwell,2/12/2020,India,Manuka Oval,59,3230,34.36,0/27,51,52.61,,72,,,,32 years 49 days,Australia,289,India,302,5,10
237,Joe Mennie,2/10/2016,South Africa,Wanderers Stadium,1,1,1,0/82,0,,,0,,,,27 years 282 days,Australia,219,South Africa,361,6,10
238,Joe Mennie,12/10/2016,South Africa,Newlands,0,1,0.5,Mar-49,3,43.67,,0,,,,27 years 292 days,Australia,296,South Africa,327,8,10
239,Michael Neser,13/06/2018,England,Kennington Oval,6,6,6,Feb-46,2,23,,0,,,,28 years 76 days,Australia,214,England,218,7,10
240,Michael Neser,21/06/2018,England,Riverside Ground,2,8,4,0/74,2,60,,0,,,,28 years 84 days,Australia,310,England,314,4,8
241,Tim Paine,13/04/2011,Bangladesh,Shere Bangla National Stadium,7,737,29.48,,0,,,0,1,,39,26 years 125 days,Australia,361,Bangladesh,295,6,8
242,Tim Paine,14/01/2018,England,Melbourne Cricket Ground,27,764,29.38,,0,,,0,1,,40,33 years 36 days,Australia,304,England,308,5,8
243,Tim Paine,21/01/2018,England,Sydney Cricket Ground,31*,795,30.58,,0,,,0,1,,41,33 years 43 days,Australia,286,England,302,6,6
244,Tim Paine,26/01/2018,England,Adelaide Oval,25*,820,31.54,,0,,,0,4,,45,33 years 48 days,Australia,197,England,196,10,7
245,Tim Paine,28/01/2018,England,Perth Stadium,34,854,31.63,,0,,,0,,,45,33 years 50 days,Australia,247,England,259,10,10
246,Tim Paine,13/06/2018,England,Kennington Oval,12,866,30.93,,0,,,0,2,,47,33 years 186 days,Australia,214,England,218,7,10
247,Tim Paine,16/06/2018,England,Sophia Gardens,15,881,30.38,,0,,,0,2,,49,33 years 189 days,Australia,304,England,342,8,10
248,Tim Paine,19/06/2018,England,Trent Bridge,5,886,29.53,,0,,,0,1,,50,33 years 192 days,Australia,239,England,481,6,10
249,Tim Paine,21/06/2018,England,Riverside Ground,3,889,28.68,,0,,,0,2,,52,33 years 194 days,Australia,310,England,314,4,8
250,Tim Paine,24/06/2018,England,Old Trafford,1,890,27.81,,0,,,0,3,,55,33 years 197 days,Australia,205,England,208,9,10
251,Jhye Richardson,21/06/2018,England,Riverside Ground,5*,21,10.5,0/58,7,38.71,,1,,,,21 years 273 days,Australia,310,England,314,4,8
252,Jhye Richardson,12/1/2019,India,Sydney Cricket Ground,-,21,10.5,26-Apr,11,27,,1,,,,22 years 113 days,Australia,288,India,254,9,5
253,Jhye Richardson,15/01/2019,India,Adelaide Oval,2,23,7.67,Jan-59,12,29.67,,1,,,,22 years 116 days,Australia,298,India,299,4,9
254,Jhye Richardson,18/01/2019,India,Melbourne Cricket Ground,16,39,9.75,27-Jan,13,29.46,,1,,,,22 years 119 days,Australia,230,India,234,3,10
255,Jhye Richardson,8/3/2019,India,JSCA International Stadium Complex,-,39,9.75,Mar-37,16,26.25,1,2,,,,22 years 168 days,Australia,313,India,281,10,5
256,Jhye Richardson,10/3/2019,India,Punjab Cricket Association IS Bindra Stadium,0*,39,9.75,Mar-85,19,26.58,1,3,,,,22 years 170 days,Australia,359,India,358,9,6
257,Jhye Richardson,13/03/2019,India,Arun Jaitley Stadium,29,68,13.6,Feb-47,21,26.29,1,4,,,,22 years 173 days,Australia,272,India,237,10,9
258,Jhye Richardson,22/03/2019,Pakistan,Sharjah Cricket Stadium,-,68,13.6,Jan-64,22,28,,4,,,,22 years 182 days,Australia,281,Pakistan,280,5,2
259,Jhye Richardson,23/03/2019,Pakistan,Sharjah Cricket Stadium,-,68,13.6,16-Feb,24,26.33,,4,,,,22 years 183 days,Australia,285,Pakistan,284,7,2
260,Jhye Richardson,7/3/2020,South Africa,Senwes Park,24*,92,18.4,0/58,24,28.75,,4,,,,23 years 168 days,Australia,254,South Africa,258,4,7
261,Kane Richardson,13/06/2018,England,Kennington Oval,1,31,7.75,Jan-49,22,33.95,1,3,,,,27 years 121 days,Australia,214,England,218,7,10
262,Kane Richardson,16/06/2018,England,Sophia Gardens,0*,31,7.75,Feb-56,24,33.46,1,4,,,,27 years 124 days,Australia,304,England,342,8,10
263,Kane Richardson,24/06/2018,England,Old Trafford,14,45,9,Mar-51,27,31.63,,4,,,,27 years 132 days,Australia,205,England,208,9,10
264,Kane Richardson,29/03/2019,Pakistan,Dubai International Cricket Stadium,-,45,9,Jan-37,28,31.82,1,5,,,,28 years 45 days,Australia,277,Pakistan,271,8,7
265,Kane Richardson,31/03/2019,Pakistan,Dubai International Cricket Stadium,5*,50,10,Jan-61,29,32.83,,5,,,,28 years 47 days,Australia,327,Pakistan,307,7,7
266,Kane Richardson,12/6/2019,Pakistan,The Cooper Associates County Ground,1*,51,10.2,Feb-62,31,32.71,2,7,,,,28 years 120 days,Australia,307,Pakistan,266,10,10
267,Kane Richardson,15/06/2019,Sri Lanka,Kennington Oval,-,51,10.2,Mar-47,34,31.21,,7,,,,28 years 123 days,Australia,334,Sri Lanka,247,10,7
268,Kane Richardson,14/01/2020,India,Wankhede Stadium,-,51,10.2,Feb-43,36,30.67,,7,,,,28 years 336 days,Australia,258,India,255,10,0
269,Kane Richardson,17/01/2020,India,Saurashtra Cricket Association Stadium,24*,75,15,Feb-73,38,30.97,,7,,,,28 years 339 days,Australia,304,India,340,6,10
270,Kane Richardson,7/3/2020,South Africa,Senwes Park,0*,75,15,Jan-63,39,31.79,,7,,,,29 years 23 days,Australia,254,South Africa,258,4,7
271,Steve Smith,14/01/2020,India,Wankhede Stadium,-,3810,41.41,,28,34.39,1,66,,,,30 years 225 days,Australia,258,India,255,10,0
272,Steve Smith,17/01/2020,India,Saurashtra Cricket Association Stadium,98,3908,42.02,,28,34.39,,66,,,,30 years 228 days,Australia,304,India,340,6,10
273,Steve Smith,19/01/2020,India,M Chinnaswamy Stadium,131,4039,42.97,,28,34.39,,66,,,,30 years 230 days,Australia,286,India,289,3,9
274,Steve Smith,29/02/2020,South Africa,Boland Park,76,4115,43.32,,28,34.39,,66,,,,30 years 271 days,Australia,217,South Africa,291,7,10
275,Steve Smith,4/3/2020,South Africa,Mangaung Oval,13,4128,43,,28,34.39,,66,,,,30 years 275 days,Australia,271,South Africa,274,4,10
276,Steve Smith,7/3/2020,South Africa,Senwes Park,20,4148,42.76,,28,34.39,,66,,,,30 years 278 days,Australia,254,South Africa,258,4,7
277,Steve Smith,13/03/2020,New Zealand,Sydney Cricket Ground,14,4162,42.47,0/8,28,34.68,1,67,,,,30 years 284 days,Australia,258,New Zealand,187,10,7
278,Steve Smith,27/11/2020,India,Sydney Cricket Ground,105,4267,43.1,,28,34.68,1,68,,,,31 years 178 days,Australia,374,India,308,8,6
279,Steve Smith,29/11/2020,India,Sydney Cricket Ground,104,4371,43.71,,28,34.68,2,70,,,,31 years 180 days,Australia,389,India,338,9,4
280,Steve Smith,2/12/2020,India,Manuka Oval,7,4378,43.35,,28,34.68,,70,,,,31 years 183 days,Australia,289,India,302,5,10
281,Billy Stanlake,13/01/2017,Pakistan,Brisbane Cricket Ground,1*,1,,0/13,0,,,0,,,,22 years 70 days,Australia,268,Pakistan,176,10,9
282,Billy Stanlake,19/01/2017,Pakistan,WACA Ground,-,1,,Jan-55,1,68,,0,,,,22 years 76 days,Australia,265,Pakistan,263,7,3
283,Billy Stanlake,13/06/2018,England,Kennington Oval,0*,1,,Feb-44,3,37.33,,0,,,,23 years 221 days,Australia,214,England,218,7,10
284,Billy Stanlake,19/06/2018,England,Trent Bridge,1,2,2,0/74,3,62,,0,,,,23 years 227 days,Australia,239,England,481,6,10
285,Billy Stanlake,21/06/2018,England,Riverside Ground,-,2,2,Jan-54,4,60,,0,,,,23 years 229 days,Australia,310,England,314,4,8
286,Billy Stanlake,24/06/2018,England,Old Trafford,2,4,2,Mar-35,7,39.29,1,1,,,,23 years 232 days,Australia,205,England,208,9,10
287,Billy Stanlake,18/01/2019,India,Melbourne Cricket Ground,0,4,1.33,0/49,7,46.29,,1,,,,24 years 75 days,Australia,230,India,234,3,10
288,Mitchell Starc,17/01/2020,India,Saurashtra Cricket Association Stadium,6,354,12.21,0/78,175,21.4,2,24,,,,29 years 351 days,Australia,304,India,340,6,10
289,Mitchell Starc,19/01/2020,India,M Chinnaswamy Stadium,0,354,11.8,0/66,175,21.78,1,25,,,,29 years 353 days,Australia,286,India,289,3,9
290,Mitchell Starc,29/02/2020,South Africa,Boland Park,5,359,11.58,Feb-59,177,21.86,,25,,,,30 years 29 days,Australia,217,South Africa,291,7,10
291,Mitchell Starc,4/3/2020,South Africa,Mangaung Oval,3,362,11.31,Jan-53,178,22.04,,25,,,,30 years 33 days,Australia,271,South Africa,274,4,10
292,Mitchell Starc,13/03/2020,New Zealand,Sydney Cricket Ground,9*,371,11.59,0/33,178,22.22,2,27,,,,30 years 42 days,Australia,258,New Zealand,187,10,7
293,Mitchell Starc,11/9/2020,England,Old Trafford,19*,390,12.19,0/47,178,22.49,,27,,,,30 years 224 days,Australia,294,England,275,9,9
294,Mitchell Starc,13/09/2020,England,Old Trafford,0,390,11.82,Feb-38,180,22.45,,27,,,,30 years 226 days,Australia,207,England,231,9,10
295,Mitchell Starc,16/09/2020,England,Old Trafford,11*,401,12.15,Mar-74,183,22.49,1,28,,,,30 years 229 days,Australia,305,England,302,7,7
296,Mitchell Starc,27/11/2020,India,Sydney Cricket Ground,-,401,12.15,Jan-65,184,22.72,3,31,,,,30 years 301 days,Australia,374,India,308,8,6
297,Mitchell Starc,29/11/2020,India,Sydney Cricket Ground,-,401,12.15,0/82,184,23.16,1,32,,,,30 years 303 days,Australia,389,India,338,9,4
298,Marcus Stoinis,9/6/2019,India,Kennington Oval,0,982,36.37,Feb-62,30,43.97,1,10,,,,29 years 296 days,Australia,316,India,352,5,10
299,Marcus Stoinis,20/06/2019,Bangladesh,Trent Bridge,17*,999,37,Feb-54,32,42.91,,10,,,,29 years 307 days,Australia,381,Bangladesh,333,8,5
300,Marcus Stoinis,25/06/2019,England,Lord's,8,1007,35.96,29-Jan,33,42.48,1,11,,,,29 years 312 days,Australia,285,England,221,10,7
301,Marcus Stoinis,29/06/2019,New Zealand,Lord's,21,1028,35.45,0/12,33,42.85,,11,,,,29 years 316 days,Australia,243,New Zealand,157,10,9
302,Marcus Stoinis,6/7/2019,South Africa,Old Trafford,22,1050,35,0/19,33,43.42,1,12,,,,29 years 323 days,Australia,315,South Africa,325,6,10
303,Marcus Stoinis,11/7/2019,England,Edgbaston,0,1050,33.87,0/13,33,43.82,,12,,,,29 years 328 days,Australia,223,England,226,2,10
304,Marcus Stoinis,11/9/2020,England,Old Trafford,43,1093,34.16,0/15,33,44.27,,12,,,,31 years 26 days,Australia,294,England,275,9,9
305,Marcus Stoinis,13/09/2020,England,Old Trafford,9,1102,33.39,0/20,33,44.88,,12,,,,31 years 28 days,Australia,207,England,231,9,10
306,Marcus Stoinis,16/09/2020,England,Old Trafford,4,1106,32.53,,33,44.88,,12,,,,31 years 31 days,Australia,305,England,302,7,7
307,Marcus Stoinis,27/11/2020,India,Sydney Cricket Ground,0,1106,31.6,0/25,33,45.64,,12,,,,31 years 103 days,Australia,374,India,308,8,6
308,Ashton Turner,2/3/2019,India,Rajiv Gandhi International Stadium,21,21,21,,0,,,0,,,,26 years 35 days,Australia,236,India,240,4,7
309,Ashton Turner,10/3/2019,India,Punjab Cricket Association IS Bindra Stadium,84*,105,105,,0,,,0,,,,26 years 43 days,Australia,359,India,358,9,6
310,Ashton Turner,13/03/2019,India,Arun Jaitley Stadium,20,125,62.5,,0,,1,1,,,,26 years 46 days,Australia,272,India,237,10,9
311,Ashton Turner,14/01/2020,India,Wankhede Stadium,-,125,62.5,,0,,1,2,,,,26 years 353 days,Australia,258,India,255,10,0
312,Ashton Turner,17/01/2020,India,Saurashtra Cricket Association Stadium,13,138,46,,0,,,2,,,,26 years 356 days,Australia,304,India,340,6,10
313,Ashton Turner,19/01/2020,India,M Chinnaswamy Stadium,4,142,35.5,,0,,,2,,,,26 years 358 days,Australia,286,India,289,3,9
314,Andrew Tye,14/01/2018,England,Melbourne Cricket Ground,4*,4,,0/43,0,,,0,,,,31 years 33 days,Australia,304,England,308,5,8
315,Andrew Tye,18/01/2018,England,Brisbane Cricket Ground,8,12,12,0/47,0,,,0,,,,31 years 37 days,Australia,270,England,274,6,9
316,Andrew Tye,26/01/2018,England,Adelaide Oval,3*,15,15,Mar-33,3,41,,0,,,,31 years 45 days,Australia,197,England,196,10,7
317,Andrew Tye,28/01/2018,England,Perth Stadium,8,23,11.5,May-46,8,21.13,1,1,,,,31 years 47 days,Australia,247,England,259,10,10
318,Andrew Tye,13/06/2018,England,Kennington Oval,19,42,14,Feb-42,10,21.1,,1,,,,31 years 183 days,Australia,214,England,218,7,10
319,Andrew Tye,16/06/2018,England,Sophia Gardens,10,52,13,Feb-81,12,24.33,,1,,,,31 years 186 days,Australia,304,England,342,8,10
320,Andrew Tye,19/06/2018,England,Trent Bridge,5*,57,14.25,0/100,12,32.67,,1,,,,31 years 189 days,Australia,239,England,481,6,10
321,Matthew Wade,19/01/2017,Pakistan,WACA Ground,-,1728,27.43,,0,,,0,2,,106,29 years 24 days,Australia,265,Pakistan,263,7,3
322,Matthew Wade,22/01/2017,Pakistan,Sydney Cricket Ground,5,1733,27.08,,0,,,0,2,,108,29 years 27 days,Australia,353,Pakistan,267,10,6
323,Matthew Wade,26/01/2017,Pakistan,Adelaide Oval,8,1741,26.78,,0,,,0,2,1,111,29 years 31 days,Australia,369,Pakistan,312,10,7
324,Matthew Wade,2/6/2017,New Zealand,Edgbaston,-,1741,26.78,,0,,,0,1,,112,29 years 158 days,Australia,53,New Zealand,291,10,3
325,Matthew Wade,5/6/2017,Bangladesh,Kennington Oval,-,1741,26.78,,0,,,0,1,,113,29 years 161 days,Australia,83,Bangladesh,182,10,1
326,Matthew Wade,10/6/2017,England,Edgbaston,2,1743,26.41,,0,,,0,1,,114,29 years 166 days,Australia,277,England,240,4,9
327,Matthew Wade,17/09/2017,India,MA Chidambaram Stadium,9,1752,26.15,,0,,,0,2,,116,29 years 265 days,Australia,137,India,281,7,9
328,Matthew Wade,21/09/2017,India,Eden Gardens,2,1754,25.79,,0,,,0,1,,117,29 years 269 days,Australia,202,India,252,10,10
329,Matthew Wade,28/09/2017,India,M Chinnaswamy Stadium,3*,1757,25.84,,0,,,0,,,117,29 years 276 days,Australia,334,India,313,8,5
330,Matthew Wade,1/10/2017,India,Vidarbha Cricket Association Stadium,20,1777,25.75,,0,,,0,,,117,29 years 279 days,Australia,242,India,243,3,9
